年份,品类,指标,省份,数值,单位
2021,人均油料,产量,内蒙古,89.06,公斤
2021,人均油料,产量,辽宁,27.39,公斤
2021,人均油料,产量,吉林,35.93,公斤
2021,人均油料,产量,黑龙江,4.31,公斤
2021,人均油料,产量,上海,0.20,公斤
2021,人均油料,产量,江苏,11.52,公斤
2021,人均油料,产量,浙江,4.87,公斤
2021,人均油料,产量,安徽,27.36,公斤
2021,人均油料,产量,福建,5.58,公斤
2021,人均油料,产量,江西,28.97,公斤
2021,人均油料,产量,山东,28.12,公斤
2021,人均油料,产量,河南,66.31,公斤
2021,人均油料,产量,湖北,61.19,公斤
2021,人均油料,产量,湖南,39.65,公斤
2021,人均油料,产量,广东,9.27,公斤
2021,人均油料,产量,广西,15.09,公斤
2021,人均油料,产量,海南,7.35,公斤
2021,人均油料,产量,四川,49.76,公斤
2021,人均油料,产量,贵州,24.61,公斤
2021,人均油料,产量,云南,13.58,公斤
2021,人均油料,产量,西藏,12.52,公斤
2021,人均油料,产量,陕西,14.75,公斤
2021,人均油料,产量,甘肃,23.56,公斤
2021,人均油料,产量,青海,53.72,公斤
2021,人均油料,产量,宁夏,6.67,公斤
2021,人均油料,产量,新疆,13.36,公斤
2021,人均粮食,产量,全国,483.48,千克
2021,人均粮食,产量,北京,17.25,千克
2021,人均粮食,产量,天津,181.06,千克
2021,人均粮食,产量,河北,513.02,千克
2021,人均粮食,产量,山西,407.82,千克
2021,人均粮食,产量,内蒙古,1599.12,千克
2021,人均粮食,产量,辽宁,598.48,千克
2021,人均粮食,产量,吉林,1692.18,千克
2021,人均粮食,产量,黑龙江,2499.28,千克
2021,人均粮食,产量,上海,37.76,千克
2021,人均粮食,产量,浙江,95.46,千克
2021,人均粮食,产量,安徽,669.10,千克
2021,人均粮食,产量,福建,121.33,千克
2021,人均粮食,产量,江西,485.24,千克
2021,人均粮食,产量,山东,541.01,千克
2021,人均粮食,产量,河南,660.23,千克
2021,人均粮食,产量,湖北,477.64,千克
2021,人均粮食,产量,湖南,463.46,千克
2021,人均粮食,产量,广东,101.14,千克
2021,人均粮食,产量,广西,275.76,千克
2021,人均粮食,产量,海南,143.73,千克
2021,人均粮食,产量,重庆,340.40,千克
2021,人均粮食,产量,四川,427.90,千克
2021,人均粮食,产量,贵州,284.01,千克
2021,人均粮食,产量,西藏,290.03,千克
2021,人均粮食,产量,陕西,321.26,千克
2021,人均粮食,产量,甘肃,493.47,千克
2021,人均粮食,产量,青海,183.81,千克
2021,人均粮食,产量,宁夏,509.60,千克
2021,人均糖料,产量,全国,81.10,公斤
2021,其他农作物,播种面积,全国,5221.40,千公顷
2021,其他茶,产量,全国,56521,吨
2021,其他茶,产量,山西,1184,吨
2021,其他茶,产量,内蒙古,26,吨
2021,其他茶,产量,江苏,1,吨
2021,其他茶,产量,浙江,181,吨
2021,其他茶,产量,安徽,1908,吨
2021,其他茶,产量,福建,278,吨
2021,其他茶,产量,江西,69,吨
2021,其他茶,产量,山东,81,吨
2021,其他茶,产量,湖北,6594,吨
2021,其他茶,产量,湖南,6164,吨
2021,其他茶,产量,广东,5517,吨
2021,其他茶,产量,广西,2900,吨
2021,其他茶,产量,海南,548,吨
2021,其他茶,产量,重庆,1453,吨
2021,其他茶,产量,四川,19343,吨
2021,其他茶,产量,贵州,7205,吨
2021,其他茶,产量,西藏,53,吨
2021,其他茶,产量,陕西,4,吨
2021,其他谷物,产量,全国,1041.90,万吨
2021,其他谷物,产量,北京,0.40,万吨
2021,其他谷物,产量,天津,3.30,万吨
2021,其他谷物,产量,河北,79.20,万吨
2021,其他谷物,产量,山西,111.40,万吨
2021,其他谷物,产量,内蒙古,262.30,万吨
2021,其他谷物,产量,辽宁,51.20,万吨
2021,其他谷物,产量,吉林,66.90,万吨
2021,其他谷物,产量,黑龙江,15.20,万吨
2021,其他谷物,产量,上海,0.50,万吨
2021,其他谷物,产量,江苏,22.70,万吨
2021,其他谷物,产量,浙江,4.40,万吨
2021,其他谷物,产量,安徽,6,万吨
2021,其他谷物,产量,福建,1.70,万吨
2021,其他谷物,产量,江西,1.20,万吨
2021,其他谷物,产量,山东,13.20,万吨
2021,其他谷物,产量,河南,14.70,万吨
2021,其他谷物,产量,湖南,7.10,万吨
2021,其他谷物,产量,广东,0.40,万吨
2021,其他谷物,产量,广西,3,万吨
2021,其他谷物,产量,重庆,7.60,万吨
2021,其他谷物,产量,四川,56,万吨
2021,其他谷物,产量,贵州,49.40,万吨
2021,其他谷物,产量,云南,59.20,万吨
2021,其他谷物,产量,西藏,80.40,万吨
2021,其他谷物,产量,陕西,33.40,万吨
2021,其他谷物,产量,甘肃,46.60,万吨
2021,其他谷物,产量,青海,21.40,万吨
2021,其他谷物,产量,宁夏,7.90,万吨
2021,其他谷物,产量,新疆,10.10,万吨
2021,其他谷物,播种面积,全国,3364.20,千公顷
2021,其他谷物,播种面积,北京,1.40,千公顷
2021,其他谷物,播种面积,天津,6.80,千公顷
2021,其他谷物,播种面积,河北,330.30,千公顷
2021,其他谷物,播种面积,山西,488,千公顷
2021,其他谷物,播种面积,内蒙古,770,千公顷
2021,其他谷物,播种面积,吉林,123.60,千公顷
2021,其他谷物,播种面积,黑龙江,35,千公顷
2021,其他谷物,播种面积,上海,0.90,千公顷
2021,其他谷物,播种面积,江苏,42.20,千公顷
2021,其他谷物,播种面积,浙江,11.20,千公顷
2021,其他谷物,播种面积,安徽,11.90,千公顷
2021,其他谷物,播种面积,福建,4.30,千公顷
2021,其他谷物,播种面积,江西,6.30,千公顷
2021,其他谷物,播种面积,山东,35.90,千公顷
2021,其他谷物,播种面积,河南,42.20,千公顷
2021,其他谷物,播种面积,湖北,15.80,千公顷
2021,其他谷物,播种面积,湖南,19.20,千公顷
2021,其他谷物,播种面积,广东,1.30,千公顷
2021,其他谷物,播种面积,广西,16,千公顷
2021,其他谷物,播种面积,重庆,21.30,千公顷
2021,其他谷物,播种面积,四川,156,千公顷
2021,其他谷物,播种面积,贵州,165.60,千公顷
2021,其他谷物,播种面积,云南,202.20,千公顷
2021,其他谷物,播种面积,西藏,141.80,千公顷
2021,其他谷物,播种面积,甘肃,163.70,千公顷
2021,其他谷物,播种面积,青海,95.50,千公顷
2021,其他谷物,播种面积,宁夏,95.10,千公顷
2021,其他谷物,播种面积,新疆,19.40,千公顷
2021,冬小麦,产量,全国,13176.30,万吨
2021,冬小麦,产量,北京,6.80,万吨
2021,冬小麦,产量,天津,63,万吨
2021,冬小麦,产量,河北,1462.20,万吨
2021,冬小麦,产量,山西,243.30,万吨
2021,冬小麦,产量,上海,7.40,万吨
2021,冬小麦,产量,江苏,1342.20,万吨
2021,冬小麦,产量,浙江,48.30,万吨
2021,冬小麦,产量,安徽,1699.70,万吨
2021,冬小麦,产量,福建,0,万吨
2021,冬小麦,产量,江西,3.20,万吨
2021,冬小麦,产量,山东,2636.70,万吨
2021,冬小麦,产量,河南,3802.80,万吨
2021,冬小麦,产量,湖北,399.30,万吨
2021,冬小麦,产量,湖南,7.80,万吨
2021,冬小麦,产量,广西,0.60,万吨
2021,冬小麦,产量,重庆,6.10,万吨
2021,冬小麦,产量,四川,243.20,万吨
2021,冬小麦,产量,贵州,33.30,万吨
2021,冬小麦,产量,云南,61.90,万吨
2021,冬小麦,产量,西藏,13,万吨
2021,冬小麦,产量,陕西,424.60,万吨
2021,冬小麦,产量,甘肃,181.20,万吨
2021,冬小麦,产量,宁夏,7.40,万吨
2021,冬小麦,产量,新疆,482.10,万吨
2021,冬小麦,播种面积,全国,22408.70,千公顷
2021,冬小麦,播种面积,北京,13,千公顷
2021,冬小麦,播种面积,天津,102.20,千公顷
2021,冬小麦,播种面积,河北,2233,千公顷
2021,冬小麦,播种面积,山西,536.70,千公顷
2021,冬小麦,播种面积,上海,10.90,千公顷
2021,冬小麦,播种面积,江苏,2357.90,千公顷
2021,冬小麦,播种面积,浙江,114.80,千公顷
2021,冬小麦,播种面积,安徽,2846,千公顷
2021,冬小麦,播种面积,江西,13.60,千公顷
2021,冬小麦,播种面积,山东,3994,千公顷
2021,冬小麦,播种面积,河南,5690.70,千公顷
2021,冬小麦,播种面积,湖北,1052.10,千公顷
2021,冬小麦,播种面积,湖南,23.40,千公顷
2021,冬小麦,播种面积,广东,0.20,千公顷
2021,冬小麦,播种面积,广西,3.80,千公顷
2021,冬小麦,播种面积,重庆,18.70,千公顷
2021,冬小麦,播种面积,四川,575,千公顷
2021,冬小麦,播种面积,贵州,135.30,千公顷
2021,冬小麦,播种面积,云南,291.10,千公顷
2021,冬小麦,播种面积,西藏,21,千公顷
2021,冬小麦,播种面积,陕西,955.10,千公顷
2021,冬小麦,播种面积,甘肃,525.80,千公顷
2021,冬小麦,播种面积,宁夏,38.70,千公顷
2021,冬小麦,播种面积,新疆,855.70,千公顷
2021,双季晚稻,产量,全国,3076,万吨
2021,双季晚稻,产量,浙江,58.40,万吨
2021,双季晚稻,产量,安徽,96.20,万吨
2021,双季晚稻,产量,江西,765.90,万吨
2021,双季晚稻,产量,湖北,92.70,万吨
2021,双季晚稻,产量,湖南,817.10,万吨
2021,双季晚稻,产量,广东,580.30,万吨
2021,双季晚稻,产量,广西,439.80,万吨
2021,双季晚稻,产量,海南,59,万吨
2021,双季晚稻,产量,云南,7.50,万吨
2021,向日葵籽,产量,全国,215.39,万吨
2021,向日葵籽,播种面积,全国,703.60,千公顷
2021,向日葵籽,播种面积,北京,0.20,千公顷
2021,向日葵籽,播种面积,天津,0,千公顷
2021,向日葵籽,播种面积,河北,42.50,千公顷
2021,向日葵籽,播种面积,山西,24.50,千公顷
2021,向日葵籽,播种面积,内蒙古,484,千公顷
2021,向日葵籽,播种面积,辽宁,1.82,千公顷
2021,向日葵籽,播种面积,吉林,6.77,千公顷
2021,向日葵籽,播种面积,黑龙江,1.21,千公顷
2021,向日葵籽,播种面积,江苏,0.10,千公顷
2021,向日葵籽,播种面积,浙江,0,千公顷
2021,向日葵籽,播种面积,福建,0.10,千公顷
2021,向日葵籽,播种面积,江西,0,千公顷
2021,向日葵籽,播种面积,山东,1.30,千公顷
2021,向日葵籽,播种面积,河南,6.30,千公顷
2021,向日葵籽,播种面积,湖北,2.30,千公顷
2021,向日葵籽,播种面积,湖南,1.70,千公顷
2021,向日葵籽,播种面积,广西,0.60,千公顷
2021,向日葵籽,播种面积,重庆,2.20,千公顷
2021,向日葵籽,播种面积,四川,1.50,千公顷
2021,向日葵籽,播种面积,贵州,7.10,千公顷
2021,向日葵籽,播种面积,云南,3.40,千公顷
2021,向日葵籽,播种面积,陕西,17.50,千公顷
2021,向日葵籽,播种面积,甘肃,29.70,千公顷
2021,向日葵籽,播种面积,宁夏,5.30,千公顷
2021,向日葵籽,播种面积,新疆,63,千公顷
2021,大麦,产量,全国,213.40,万吨
2021,大麦,产量,河北,0,万吨
2021,大麦,产量,内蒙古,5.10,万吨
2021,大麦,产量,黑龙江,0,万吨
2021,大麦,产量,江苏,21.20,万吨
2021,大麦,产量,浙江,0.70,万吨
2021,大麦,产量,安徽,0.10,万吨
2021,大麦,产量,福建,0,万吨
2021,大麦,产量,江西,0,万吨
2021,大麦,产量,山东,0.20,万吨
2021,大麦,产量,河南,0,万吨
2021,大麦,产量,湖北,2.50,万吨
2021,大麦,产量,湖南,0.50,万吨
2021,大麦,产量,重庆,0,万吨
2021,大麦,产量,四川,16.40,万吨
2021,大麦,产量,贵州,0.30,万吨
2021,大麦,产量,云南,43.70,万吨
2021,大麦,产量,西藏,80.10,万吨
2021,大麦,产量,陕西,0.80,万吨
2021,大麦,产量,甘肃,19,万吨
2021,大麦,产量,青海,20.50,万吨
2021,大麦,产量,新疆,1.60,万吨
2021,大麦,播种面积,全国,542,千公顷
2021,大麦,播种面积,内蒙古,20.40,千公顷
2021,大麦,播种面积,黑龙江,0.10,千公顷
2021,大麦,播种面积,上海,0.90,千公顷
2021,大麦,播种面积,江苏,38.30,千公顷
2021,大麦,播种面积,浙江,1.70,千公顷
2021,大麦,播种面积,安徽,0.60,千公顷
2021,大麦,播种面积,福建,0,千公顷
2021,大麦,播种面积,江西,0.20,千公顷
2021,大麦,播种面积,山东,0.30,千公顷
2021,大麦,播种面积,河南,0,千公顷
2021,大麦,播种面积,湖北,7.80,千公顷
2021,大麦,播种面积,湖南,1.40,千公顷
2021,大麦,播种面积,重庆,0.10,千公顷
2021,大麦,播种面积,四川,54.20,千公顷
2021,大麦,播种面积,贵州,1.40,千公顷
2021,大麦,播种面积,云南,132.10,千公顷
2021,大麦,播种面积,西藏,140.70,千公顷
2021,大麦,播种面积,陕西,1.90,千公顷
2021,大麦,播种面积,甘肃,44.30,千公顷
2021,大麦,播种面积,宁夏,0.20,千公顷
2021,大麦,播种面积,新疆,4.10,千公顷
2021,大麻(线麻),产量,全国,11.80,万吨
2021,大麻(线麻),播种面积,全国,17.80,千公顷
2021,春小麦,产量,全国,518.10,万吨
2021,春小麦,产量,北京,0,万吨
2021,春小麦,产量,天津,9.20,万吨
2021,春小麦,产量,河北,6.90,万吨
2021,春小麦,产量,山西,0.10,万吨
2021,春小麦,产量,内蒙古,157.20,万吨
2021,春小麦,产量,辽宁,1.10,万吨
2021,春小麦,产量,吉林,1.60,万吨
2021,春小麦,产量,黑龙江,26.30,万吨
2021,春小麦,产量,四川,2.10,万吨
2021,春小麦,产量,西藏,7.10,万吨
2021,春小麦,产量,甘肃,98.50,万吨
2021,春小麦,产量,青海,38.70,万吨
2021,春小麦,产量,宁夏,11.60,万吨
2021,春小麦,产量,新疆,157.70,万吨
2021,春小麦,播种面积,北京,0.10,千公顷
2021,春小麦,播种面积,天津,16.30,千公顷
2021,春小麦,播种面积,河北,13.60,千公顷
2021,春小麦,播种面积,山西,0.20,千公顷
2021,春小麦,播种面积,内蒙古,442.10,千公顷
2021,春小麦,播种面积,辽宁,2.70,千公顷
2021,春小麦,播种面积,吉林,4.50,千公顷
2021,春小麦,播种面积,黑龙江,67.30,千公顷
2021,春小麦,播种面积,四川,7.90,千公顷
2021,春小麦,播种面积,西藏,11.50,千公顷
2021,春小麦,播种面积,甘肃,185.40,千公顷
2021,春小麦,播种面积,青海,98.80,千公顷
2021,春小麦,播种面积,宁夏,28.40,千公顷
2021,春小麦,播种面积,新疆,279.50,千公顷
2021,果园,种植面积,全国,12807.99,千公顷
2021,果园,种植面积,北京,39.55,千公顷
2021,果园,种植面积,天津,22.41,千公顷
2021,果园,种植面积,河北,472.49,千公顷
2021,果园,种植面积,山西,387.66,千公顷
2021,果园,种植面积,辽宁,347.04,千公顷
2021,果园,种植面积,吉林,28.71,千公顷
2021,果园,种植面积,黑龙江,45,千公顷
2021,果园,种植面积,上海,12.59,千公顷
2021,果园,种植面积,江苏,190.65,千公顷
2021,果园,种植面积,浙江,301.24,千公顷
2021,果园,种植面积,安徽,168.49,千公顷
2021,果园,种植面积,福建,368.36,千公顷
2021,果园,种植面积,江西,427.32,千公顷
2021,果园,种植面积,山东,610.55,千公顷
2021,果园,种植面积,河南,404.22,千公顷
2021,果园,种植面积,湖北,410.30,千公顷
2021,果园,种植面积,湖南,568.61,千公顷
2021,果园,种植面积,广东,1050.76,千公顷
2021,果园,种植面积,广西,1389.32,千公顷
2021,果园,种植面积,海南,191.01,千公顷
2021,果园,种植面积,重庆,355.12,千公顷
2021,果园,种植面积,四川,837.45,千公顷
2021,果园,种植面积,贵州,802.14,千公顷
2021,果园,种植面积,西藏,5.15,千公顷
2021,果园,种植面积,陕西,1169.70,千公顷
2021,果园,种植面积,甘肃,328.30,千公顷
2021,果园,种植面积,青海,6.72,千公顷
2021,果园,种植面积,宁夏,104.04,千公顷
2021,果园,种植面积,新疆,950.05,千公顷
2021,柑桔,产量,全国,55956000,吨
2021,柑桔,产量,内蒙古,0,吨
2021,柑桔,产量,黑龙江,1,吨
2021,柑桔,产量,上海,53000,吨
2021,柑桔,产量,江苏,29000,吨
2021,柑桔,产量,浙江,1806000,吨
2021,柑桔,产量,安徽,33000,吨
2021,柑桔,产量,福建,4193000,吨
2021,柑桔,产量,江西,4445000,吨
2021,柑桔,产量,河南,48000,吨
2021,柑桔,产量,湖北,5408000,吨
2021,柑桔,产量,湖南,6432000,吨
2021,柑桔,产量,广东,5230000,吨
2021,柑桔,产量,海南,143000,吨
2021,柑桔,产量,重庆,3427000,吨
2021,柑桔,产量,四川,5223000,吨
2021,柑桔,产量,贵州,941000,吨
2021,柑桔,产量,云南,1927000,吨
2021,柑桔,产量,西藏,1000,吨
2021,柑桔,产量,陕西,542000,吨
2021,柑桔,产量,甘肃,2000,吨
2021,柑桔园,种植面积,全国,2922.70,千公顷
2021,柑桔园,种植面积,上海,3.50,千公顷
2021,柑桔园,种植面积,江苏,2.10,千公顷
2021,柑桔园,种植面积,浙江,81.90,千公顷
2021,柑桔园,种植面积,安徽,2.40,千公顷
2021,柑桔园,种植面积,福建,152,千公顷
2021,柑桔园,种植面积,江西,336.20,千公顷
2021,柑桔园,种植面积,河南,4.41,千公顷
2021,柑桔园,种植面积,湖北,242,千公顷
2021,柑桔园,种植面积,湖南,424.40,千公顷
2021,柑桔园,种植面积,广东,246.50,千公顷
2021,柑桔园,种植面积,海南,10.30,千公顷
2021,柑桔园,种植面积,重庆,225.20,千公顷
2021,柑桔园,种植面积,四川,355.10,千公顷
2021,柑桔园,种植面积,贵州,88.40,千公顷
2021,柑桔园,种植面积,云南,110.90,千公顷
2021,柑桔园,种植面积,西藏,0.20,千公顷
2021,柑桔园,种植面积,陕西,23.40,千公顷
2021,柑桔园,种植面积,甘肃,0.30,千公顷
2021,柞蚕茧,产量,全国,54954,吨
2021,柿子,产量,全国,3618000,吨
2021,柿子,产量,北京,5000,吨
2021,柿子,产量,天津,11998,吨
2021,柿子,产量,河北,302000,吨
2021,柿子,产量,山西,313000,吨
2021,柿子,产量,上海,200,吨
2021,柿子,产量,江苏,69000,吨
2021,柿子,产量,浙江,57812.90,吨
2021,柿子,产量,安徽,104000,吨
2021,柿子,产量,福建,134000,吨
2021,柿子,产量,山东,105000,吨
2021,柿子,产量,河南,427233.92,吨
2021,柿子,产量,湖北,51000,吨
2021,柿子,产量,湖南,24000,吨
2021,柿子,产量,广东,132000,吨
2021,柿子,产量,广西,1350000,吨
2021,柿子,产量,重庆,13000,吨
2021,柿子,产量,四川,54000,吨
2021,柿子,产量,贵州,18000,吨
2021,柿子,产量,云南,104000,吨
2021,柿子,产量,陕西,293000,吨
2021,柿子,产量,甘肃,24923.84,吨
2021,桑蚕茧,产量,全国,726613,吨
2021,梨园,种植面积,全国,921.60,千公顷
2021,梨园,种植面积,北京,5.70,千公顷
2021,梨园,种植面积,天津,4.80,千公顷
2021,梨园,种植面积,河北,115.40,千公顷
2021,梨园,种植面积,山西,47.90,千公顷
2021,梨园,种植面积,内蒙古,6.20,千公顷
2021,梨园,种植面积,吉林,7,千公顷
2021,梨园,种植面积,黑龙江,2.27,千公顷
2021,梨园,种植面积,上海,1.90,千公顷
2021,梨园,种植面积,江苏,31.80,千公顷
2021,梨园,种植面积,浙江,17.90,千公顷
2021,梨园,种植面积,安徽,40.70,千公顷
2021,梨园,种植面积,福建,14,千公顷
2021,梨园,种植面积,江西,20,千公顷
2021,梨园,种植面积,山东,37.50,千公顷
2021,梨园,种植面积,河南,64.04,千公顷
2021,梨园,种植面积,湖北,23.60,千公顷
2021,梨园,种植面积,湖南,34.20,千公顷
2021,梨园,种植面积,广东,8.70,千公顷
2021,梨园,种植面积,广西,21.10,千公顷
2021,梨园,种植面积,重庆,24.50,千公顷
2021,梨园,种植面积,四川,64.60,千公顷
2021,梨园,种植面积,贵州,46.50,千公顷
2021,梨园,种植面积,云南,58.20,千公顷
2021,梨园,种植面积,西藏,0.30,千公顷
2021,梨园,种植面积,甘肃,19.76,千公顷
2021,梨园,种植面积,青海,0.50,千公顷
2021,梨园,种植面积,宁夏,1.70,千公顷
2021,梨园,种植面积,新疆,71.90,千公顷
2021,烟叶,播种面积,全国,1012.92,千公顷
2021,烟叶,播种面积,北京,0,千公顷
2021,烟叶,播种面积,河北,1.16,千公顷
2021,烟叶,播种面积,山西,1.54,千公顷
2021,烟叶,播种面积,内蒙古,0.78,千公顷
2021,烟叶,播种面积,辽宁,4.25,千公顷
2021,烟叶,播种面积,吉林,8.13,千公顷
2021,烟叶,播种面积,黑龙江,9.52,千公顷
2021,烟叶,播种面积,浙江,0.41,千公顷
2021,烟叶,播种面积,安徽,8.62,千公顷
2021,烟叶,播种面积,福建,49.08,千公顷
2021,烟叶,播种面积,江西,12.69,千公顷
2021,烟叶,播种面积,山东,17.97,千公顷
2021,烟叶,播种面积,河南,76.38,千公顷
2021,烟叶,播种面积,湖北,39.05,千公顷
2021,烟叶,播种面积,广东,15.85,千公顷
2021,烟叶,播种面积,广西,10.23,千公顷
2021,烟叶,播种面积,海南,0.22,千公顷
2021,烟叶,播种面积,重庆,26.99,千公顷
2021,烟叶,播种面积,四川,72.59,千公顷
2021,烟叶,播种面积,贵州,136.82,千公顷
2021,烟叶,播种面积,云南,408.59,千公顷
2021,烟叶,播种面积,陕西,22.66,千公顷
2021,烟叶,播种面积,甘肃,1.60,千公顷
2021,烟叶,播种面积,宁夏,0.23,千公顷
2021,烤烟,播种面积,全国,968.77,千公顷
2021,烤烟,播种面积,河北,0.69,千公顷
2021,烤烟,播种面积,山西,1.50,千公顷
2021,烤烟,播种面积,内蒙古,0.53,千公顷
2021,烤烟,播种面积,辽宁,3.46,千公顷
2021,烤烟,播种面积,吉林,3.99,千公顷
2021,烤烟,播种面积,黑龙江,8.87,千公顷
2021,烤烟,播种面积,安徽,8.55,千公顷
2021,烤烟,播种面积,福建,49.01,千公顷
2021,烤烟,播种面积,山东,17.88,千公顷
2021,烤烟,播种面积,河南,76.19,千公顷
2021,烤烟,播种面积,湖北,34.11,千公顷
2021,烤烟,播种面积,湖南,86.66,千公顷
2021,烤烟,播种面积,广东,14.06,千公顷
2021,烤烟,播种面积,广西,8.51,千公顷
2021,烤烟,播种面积,海南,0.22,千公顷
2021,烤烟,播种面积,重庆,22.07,千公顷
2021,烤烟,播种面积,四川,67.53,千公顷
2021,烤烟,播种面积,贵州,130.22,千公顷
2021,烤烟,播种面积,云南,397.58,千公顷
2021,烤烟,播种面积,陕西,22.62,千公顷
2021,烤烟,播种面积,甘肃,1.54,千公顷
2021,烤烟,播种面积,宁夏,0.23,千公顷
2021,甜瓜,产量,全国,13771000,吨
2021,甜瓜,产量,北京,2000,吨
2021,甜瓜,产量,天津,16000,吨
2021,甜瓜,产量,河北,1011000,吨
2021,甜瓜,产量,山西,92000,吨
2021,甜瓜,产量,辽宁,364000,吨
2021,甜瓜,产量,吉林,262000,吨
2021,甜瓜,产量,黑龙江,546000,吨
2021,甜瓜,产量,上海,23000,吨
2021,甜瓜,产量,江苏,821000,吨
2021,甜瓜,产量,浙江,463000,吨
2021,甜瓜,产量,安徽,158000,吨
2021,甜瓜,产量,福建,38000,吨
2021,甜瓜,产量,江西,163000,吨
2021,甜瓜,产量,山东,2440000,吨
2021,甜瓜,产量,河南,1668783.99,吨
2021,甜瓜,产量,湖北,495000,吨
2021,甜瓜,产量,湖南,474000,吨
2021,甜瓜,产量,广东,131000,吨
2021,甜瓜,产量,广西,310000,吨
2021,甜瓜,产量,海南,25000,吨
2021,甜瓜,产量,重庆,8000,吨
2021,甜瓜,产量,四川,21000,吨
2021,甜瓜,产量,贵州,31000,吨
2021,甜瓜,产量,西藏,1000,吨
2021,甜瓜,产量,陕西,637000,吨
2021,甜瓜,产量,甘肃,778000,吨
2021,甜瓜,产量,青海,300,吨
2021,甜瓜,产量,宁夏,69000,吨
2021,甜瓜,产量,新疆,2225000,吨
2021,甜瓜,播种面积,全国,386.60,千公顷
2021,白茶,产量,全国,80185,吨
2021,白茶,产量,山西,5,吨
2021,白茶,产量,安徽,2058,吨
2021,白茶,产量,福建,55029,吨
2021,白茶,产量,江西,2861,吨
2021,白茶,产量,湖北,2324,吨
2021,白茶,产量,湖南,1226,吨
2021,白茶,产量,广西,836,吨
2021,白茶,产量,重庆,339,吨
2021,白茶,产量,四川,655,吨
2021,白茶,产量,贵州,11794,吨
2021,白茶,产量,云南,406,吨
2021,白茶,产量,陕西,538,吨
2021,红小豆,产量,全国,23.20,万吨
2021,红小豆,产量,北京,0,万吨
2021,红小豆,产量,天津,0,万吨
2021,红小豆,产量,河北,0.80,万吨
2021,红小豆,产量,山西,0.60,万吨
2021,红小豆,产量,内蒙古,2.20,万吨
2021,红小豆,产量,辽宁,0.40,万吨
2021,红小豆,产量,吉林,0.70,万吨
2021,红小豆,产量,黑龙江,9.60,万吨
2021,红小豆,产量,江苏,1.70,万吨
2021,红小豆,产量,安徽,1,万吨
2021,红小豆,产量,福建,0.10,万吨
2021,红小豆,产量,江西,0.10,万吨
2021,红小豆,产量,山东,0.20,万吨
2021,红小豆,产量,河南,0.50,万吨
2021,红小豆,产量,湖北,0.40,万吨
2021,红小豆,产量,湖南,0.20,万吨
2021,红小豆,产量,广东,0.20,万吨
2021,红小豆,产量,海南,0.10,万吨
2021,红小豆,产量,重庆,0.30,万吨
2021,红小豆,产量,四川,0.30,万吨
2021,红小豆,产量,贵州,0.30,万吨
2021,红小豆,产量,云南,0.50,万吨
2021,红小豆,产量,陕西,2.20,万吨
2021,红小豆,产量,甘肃,0.50,万吨
2021,红小豆,产量,新疆,0.10,万吨
2021,红小豆,播种面积,全国,152.50,千公顷
2021,红小豆,播种面积,北京,0.20,千公顷
2021,红小豆,播种面积,天津,0.10,千公顷
2021,红小豆,播种面积,河北,4.60,千公顷
2021,红小豆,播种面积,山西,4.60,千公顷
2021,红小豆,播种面积,内蒙古,13.60,千公顷
2021,红小豆,播种面积,辽宁,2,千公顷
2021,红小豆,播种面积,吉林,5.70,千公顷
2021,红小豆,播种面积,黑龙江,66.70,千公顷
2021,红小豆,播种面积,江苏,7.60,千公顷
2021,红小豆,播种面积,安徽,6.90,千公顷
2021,红小豆,播种面积,江西,0.40,千公顷
2021,红小豆,播种面积,山东,0.70,千公顷
2021,红小豆,播种面积,河南,2.90,千公顷
2021,红小豆,播种面积,湖北,2.90,千公顷
2021,红小豆,播种面积,湖南,1.20,千公顷
2021,红小豆,播种面积,广东,1,千公顷
2021,红小豆,播种面积,广西,0.80,千公顷
2021,红小豆,播种面积,海南,0.30,千公顷
2021,红小豆,播种面积,重庆,1.60,千公顷
2021,红小豆,播种面积,四川,1.50,千公顷
2021,红小豆,播种面积,贵州,3.80,千公顷
2021,红小豆,播种面积,云南,2.50,千公顷
2021,红小豆,播种面积,陕西,17.10,千公顷
2021,红小豆,播种面积,甘肃,3.20,千公顷
2021,红小豆,播种面积,新疆,0.10,千公顷
2021,红枣,产量,全国,7402000,吨
2021,红枣,产量,北京,5000,吨
2021,红枣,产量,天津,33000,吨
2021,红枣,产量,河北,729000,吨
2021,红枣,产量,内蒙古,10000,吨
2021,红枣,产量,辽宁,110000,吨
2021,红枣,产量,上海,0,吨
2021,红枣,产量,江苏,4000,吨
2021,红枣,产量,浙江,1000,吨
2021,红枣,产量,安徽,25000,吨
2021,红枣,产量,山东,608000,吨
2021,红枣,产量,河南,149000,吨
2021,红枣,产量,湖北,25000,吨
2021,红枣,产量,湖南,33000,吨
2021,红枣,产量,广西,32000,吨
2021,红枣,产量,重庆,8000,吨
2021,红枣,产量,四川,18000,吨
2021,红枣,产量,贵州,7000,吨
2021,红枣,产量,云南,20000,吨
2021,红枣,产量,陕西,1190000,吨
2021,红枣,产量,甘肃,89861.17,吨
2021,红枣,产量,宁夏,77000,吨
2021,红枣,产量,新疆,3454000,吨
2021,绿豆,产量,北京,0,万吨
2021,绿豆,产量,天津,0,万吨
2021,绿豆,产量,河北,1.50,万吨
2021,绿豆,产量,山西,1.80,万吨
