年份,品类,指标,省份,数值,单位
2022,绿豆,产量,新疆,0.20,万吨
2022,绿豆,播种面积,全国,273.60,千公顷
2022,绿豆,播种面积,北京,0.05,千公顷
2022,绿豆,播种面积,天津,0.04,千公顷
2022,绿豆,播种面积,山西,10.80,千公顷
2022,绿豆,播种面积,内蒙古,59.20,千公顷
2022,绿豆,播种面积,辽宁,2.20,千公顷
2022,绿豆,播种面积,吉林,43.40,千公顷
2022,绿豆,播种面积,黑龙江,3.80,千公顷
2022,绿豆,播种面积,江苏,2.40,千公顷
2022,绿豆,播种面积,安徽,35.90,千公顷
2022,绿豆,播种面积,福建,0.90,千公顷
2022,绿豆,播种面积,江西,4,千公顷
2022,绿豆,播种面积,山东,1.60,千公顷
2022,绿豆,播种面积,河南,22.30,千公顷
2022,绿豆,播种面积,湖北,7.60,千公顷
2022,绿豆,播种面积,湖南,11.20,千公顷
2022,绿豆,播种面积,广东,1.70,千公顷
2022,绿豆,播种面积,广西,14.30,千公顷
2022,绿豆,播种面积,海南,0.30,千公顷
2022,绿豆,播种面积,重庆,11.50,千公顷
2022,绿豆,播种面积,四川,12.60,千公顷
2022,绿豆,播种面积,贵州,2.30,千公顷
2022,绿豆,播种面积,陕西,11.80,千公顷
2022,绿豆,播种面积,甘肃,0.70,千公顷
2022,绿豆,播种面积,新疆,3.80,千公顷
2022,胡麻籽,产量,全国,25.90,万吨
2022,胡麻籽,播种面积,全国,169,千公顷
2022,胡麻籽,播种面积,河北,23.50,千公顷
2022,胡麻籽,播种面积,山西,19.30,千公顷
2022,胡麻籽,播种面积,内蒙古,31,千公顷
2022,胡麻籽,播种面积,安徽,0.10,千公顷
2022,胡麻籽,播种面积,江西,0.01,千公顷
2022,胡麻籽,播种面积,陕西,1.80,千公顷
2022,胡麻籽,播种面积,甘肃,73.70,千公顷
2022,胡麻籽,播种面积,青海,1,千公顷
2022,胡麻籽,播种面积,宁夏,18,千公顷
2022,胡麻籽,播种面积,新疆,0.60,千公顷
2022,芝麻,产量,全国,43.53,万吨
2022,芝麻,产量,北京,0,万吨
2022,芝麻,产量,天津,0,万吨
2022,芝麻,产量,河北,0.23,万吨
2022,芝麻,产量,内蒙古,0,万吨
2022,芝麻,产量,辽宁,0.01,万吨
2022,芝麻,产量,吉林,0,万吨
2022,芝麻,产量,黑龙江,0.02,万吨
2022,芝麻,产量,上海,0,万吨
2022,芝麻,产量,江苏,1.07,万吨
2022,芝麻,产量,浙江,0.77,万吨
2022,芝麻,产量,安徽,2.25,万吨
2022,芝麻,产量,福建,0.04,万吨
2022,芝麻,产量,江西,3.77,万吨
2022,芝麻,产量,山东,0.17,万吨
2022,芝麻,产量,河南,18,万吨
2022,芝麻,产量,湖北,11.79,万吨
2022,芝麻,产量,湖南,1.65,万吨
2022,芝麻,产量,广东,0.64,万吨
2022,芝麻,产量,广西,0.99,万吨
2022,芝麻,产量,海南,0.09,万吨
2022,芝麻,产量,重庆,0.47,万吨
2022,芝麻,产量,四川,0.29,万吨
2022,芝麻,产量,云南,0.01,万吨
2022,芝麻,产量,陕西,1.09,万吨
2022,芝麻,产量,新疆,0,万吨
2022,芝麻,播种面积,全国,268.77,千公顷
2022,芝麻,播种面积,河北,1.60,千公顷
2022,芝麻,播种面积,山西,1.10,千公顷
2022,芝麻,播种面积,黑龙江,0.10,千公顷
2022,芝麻,播种面积,江苏,5.80,千公顷
2022,芝麻,播种面积,浙江,4.60,千公顷
2022,芝麻,播种面积,安徽,13.40,千公顷
2022,芝麻,播种面积,福建,0.30,千公顷
2022,芝麻,播种面积,江西,31.50,千公顷
2022,芝麻,播种面积,山东,0.70,千公顷
2022,芝麻,播种面积,河南,111.70,千公顷
2022,芝麻,播种面积,湖北,65.80,千公顷
2022,芝麻,播种面积,湖南,11.40,千公顷
2022,芝麻,播种面积,广东,3.20,千公顷
2022,芝麻,播种面积,广西,3.10,千公顷
2022,芝麻,播种面积,海南,0.70,千公顷
2022,芝麻,播种面积,四川,1.80,千公顷
2022,芝麻,播种面积,贵州,0.30,千公顷
2022,芝麻,播种面积,云南,0.10,千公顷
2022,芝麻,播种面积,陕西,7.20,千公顷
2022,花生,产量,全国,1832.95,万吨
2022,花生,产量,北京,0.83,万吨
2022,花生,产量,天津,0.22,万吨
2022,花生,产量,河北,92.58,万吨
2022,花生,产量,山西,1.47,万吨
2022,花生,产量,内蒙古,13.64,万吨
2022,花生,产量,辽宁,112.55,万吨
2022,花生,产量,吉林,79.44,万吨
2022,花生,产量,黑龙江,11.74,万吨
2022,花生,产量,上海,0.06,万吨
2022,花生,产量,江苏,39.49,万吨
2022,花生,产量,浙江,4.84,万吨
2022,花生,产量,安徽,72.38,万吨
2022,花生,产量,福建,22.43,万吨
2022,花生,产量,江西,54.56,万吨
2022,花生,产量,河南,615.41,万吨
2022,花生,产量,湖北,85.42,万吨
2022,花生,产量,湖南,31.09,万吨
2022,花生,产量,广东,115.93,万吨
2022,花生,产量,广西,71.68,万吨
2022,花生,产量,海南,7.40,万吨
2022,花生,产量,重庆,14.42,万吨
2022,花生,产量,四川,78.53,万吨
2022,花生,产量,贵州,9.77,万吨
2022,花生,产量,云南,8.51,万吨
2022,花生,产量,西藏,0.01,万吨
2022,花生,产量,陕西,11.69,万吨
2022,花生,产量,甘肃,0.14,万吨
2022,花生,产量,宁夏,0,万吨
2022,花生,产量,新疆,6.61,万吨
2022,花生,播种面积,全国,4683.80,千公顷
2022,花生,播种面积,北京,2.76,千公顷
2022,花生,播种面积,天津,0.53,千公顷
2022,花生,播种面积,河北,232.38,千公顷
2022,花生,播种面积,内蒙古,35.18,千公顷
2022,花生,播种面积,辽宁,308.59,千公顷
2022,花生,播种面积,吉林,213.81,千公顷
2022,花生,播种面积,黑龙江,24.59,千公顷
2022,花生,播种面积,上海,0.17,千公顷
2022,花生,播种面积,江苏,94.22,千公顷
2022,花生,播种面积,浙江,16,千公顷
2022,花生,播种面积,安徽,146.15,千公顷
2022,花生,播种面积,福建,74.24,千公顷
2022,花生,播种面积,江西,180.97,千公顷
2022,花生,播种面积,山东,609.76,千公顷
2022,花生,播种面积,河南,1287.12,千公顷
2022,花生,播种面积,湖北,242.93,千公顷
2022,花生,播种面积,湖南,115.36,千公顷
2022,花生,播种面积,广东,346.79,千公顷
2022,花生,播种面积,广西,224.66,千公顷
2022,花生,播种面积,海南,28.85,千公顷
2022,花生,播种面积,重庆,64.27,千公顷
2022,花生,播种面积,四川,295.36,千公顷
2022,花生,播种面积,云南,43.03,千公顷
2022,花生,播种面积,西藏,0.04,千公顷
2022,花生,播种面积,陕西,38.21,千公顷
2022,花生,播种面积,甘肃,0.31,千公顷
2022,花生,播种面积,宁夏,0.01,千公顷
2022,花生,播种面积,新疆,13.13,千公顷
2022,苎麻,产量,全国,5.50,万吨
2022,苎麻,播种面积,全国,28.80,千公顷
2022,苹果,产量,全国,4757.18,万吨
2022,苹果,产量,北京,2.88,万吨
2022,苹果,产量,天津,2.56,万吨
2022,苹果,产量,河北,265.58,万吨
2022,苹果,产量,山西,418.32,万吨
2022,苹果,产量,内蒙古,32.14,万吨
2022,苹果,产量,辽宁,273.66,万吨
2022,苹果,产量,吉林,6.84,万吨
2022,苹果,产量,黑龙江,14.04,万吨
2022,苹果,产量,江苏,57.16,万吨
2022,苹果,产量,安徽,35.74,万吨
2022,苹果,产量,河南,421.23,万吨
2022,苹果,产量,湖北,0.29,万吨
2022,苹果,产量,重庆,0.58,万吨
2022,苹果,产量,四川,90.75,万吨
2022,苹果,产量,贵州,31.54,万吨
2022,苹果,产量,云南,71.65,万吨
2022,苹果,产量,西藏,0.73,万吨
2022,苹果,产量,陕西,1302.71,万吨
2022,苹果,产量,甘肃,475.88,万吨
2022,苹果,产量,青海,0.46,万吨
2022,苹果,产量,宁夏,32.15,万吨
2022,苹果,产量,新疆,213.86,万吨
2022,苹果园,种植面积,全国,1955.80,千公顷
2022,苹果园,种植面积,北京,4.60,千公顷
2022,苹果园,种植面积,天津,2.20,千公顷
2022,苹果园,种植面积,河北,115.20,千公顷
2022,苹果园,种植面积,山西,133.30,千公顷
2022,苹果园,种植面积,内蒙古,43.50,千公顷
2022,苹果园,种植面积,辽宁,129.90,千公顷
2022,苹果园,种植面积,黑龙江,9.50,千公顷
2022,苹果园,种植面积,江苏,28.20,千公顷
2022,苹果园,种植面积,安徽,11,千公顷
2022,苹果园,种植面积,山东,240.20,千公顷
2022,苹果园,种植面积,河南,104.31,千公顷
2022,苹果园,种植面积,湖北,0.50,千公顷
2022,苹果园,种植面积,重庆,0.60,千公顷
2022,苹果园,种植面积,四川,48,千公顷
2022,苹果园,种植面积,贵州,32.70,千公顷
2022,苹果园,种植面积,云南,55.90,千公顷
2022,苹果园,种植面积,西藏,2.30,千公顷
2022,苹果园,种植面积,陕西,616.10,千公顷
2022,苹果园,种植面积,甘肃,256.39,千公顷
2022,苹果园,种植面积,青海,0.70,千公顷
2022,苹果园,种植面积,宁夏,26.70,千公顷
2022,苹果园,种植面积,新疆,87.10,千公顷
2022,茶叶,产量,西藏,120.09,吨
2022,茶园,种植面积,全国,3392.70,千公顷
